2026-03-13 09:34:50,068 | INFO | a21a1462d6df | GET /health | 404 | 0.34ms
2026-03-13 09:34:50,202 | INFO | cd2c94587eaa | GET /api/health | 200 | 0.74ms
2026-03-13 09:34:50,328 | INFO | e5f18b3dc18c | GET /api/chats | 200 | 0.97ms
2026-03-13 09:34:50,513 | INFO | c9c3a818ae30 | GET /api/files | 200 | 59.77ms
2026-03-13 09:34:51,979 | INFO | 0539d79401cc | GET /api/memory | 200 | 0.99ms
2026-03-13 09:35:55,987 | INFO | c7a58d8d72f4 | POST /api/chat | 400 | 1.13ms
2026-03-13 09:36:02,391 | INFO | 3826eb497aa4 | POST /api/files | 422 | 4.0ms
2026-03-13 09:36:08,983 | INFO | 5ce8dc27c989 | DELETE /api/files/config.py | 404 | 0.65ms
2026-03-13 09:36:35,267 | INFO | 15e46fd6236d | POST /api/chat | 400 | 0.56ms
2026-03-13 09:36:40,448 | INFO | b392c0514c43 | POST /api/files | 422 | 0.44ms
2026-03-13 09:36:44,268 | INFO | b3165bae5978 | GET /api/files | 200 | 0.62ms
2026-03-13 09:36:47,788 | INFO | f4ca9347671f | DELETE /api/files/config.py | 404 | 0.42ms
2026-03-13 09:37:02,586 | INFO | 116864c3621f | GET /health | 404 | 0.33ms
2026-03-13 09:37:03,378 | INFO | 61474a286418 | GET /api/health | 200 | 0.28ms
2026-03-13 09:37:33,301 | INFO | 6bfd0df9c621 | POST /api/chat | 400 | 0.53ms
2026-03-13 09:37:36,971 | INFO | 7446467fd814 | POST /api/chat | 400 | 0.92ms
2026-03-13 09:37:42,500 | INFO | 8a6890304e98 | POST /api/files | 200 | 4.48ms
2026-03-13 09:37:47,052 | INFO | affdbebebc29 | POST /api/files | 200 | 66.25ms
2026-03-13 09:39:17,358 | INFO | cadbd81a2b3f | GET /health | 200 | 0.85ms
2026-03-13 09:39:17,493 | INFO | dea847e2385f | GET /api/health | 200 | 0.29ms
2026-03-13 09:39:17,635 | INFO | b9217cd71ca1 | GET /api/chats | 200 | 1.05ms
2026-03-13 09:39:17,824 | INFO | a340d52566ee | GET /api/files | 200 | 62.06ms
2026-03-13 09:39:18,566 | INFO | f31bead22e8e | GET /api/memory | 200 | 1.01ms
2026-03-13 09:39:23,074 | INFO | 116230de9e0f | POST /api/chat | 200 | 1378.41ms
2026-03-13 09:39:25,818 | INFO | a470c59e6ea1 | POST /api/files | 200 | 4.82ms
2026-03-13 09:39:54,831 | INFO | 88eaa1d20af2 | DELETE /api/files/config.py | 200 | 1.45ms
2026-03-13 09:39:56,382 | INFO | e4d20b384d4d | DELETE /api/files/config_1.py | 200 | 1.44ms
2026-03-13 09:39:57,978 | INFO | d94f4e8b65e4 | DELETE /api/files/config_2.py | 200 | 1.36ms
2026-03-13 09:44:56,210 | INFO | e5ec3426780a | POST /api/chat | 200 | 3420.67ms
2026-03-13 09:44:56,322 | INFO | 3ab8d8be2e92 | GET /api/memory | 200 | 3.27ms
2026-03-13 09:48:11,984 | INFO | e2c9d039095d | GET / | 200 | 10.21ms
2026-03-13 09:48:12,098 | INFO | d4227fbfce3f | GET /static/css/base.css | 200 | 100.58ms
2026-03-13 09:48:12,098 | INFO | 376e657f3ef2 | GET /static/css/layout.css | 200 | 100.07ms
2026-03-13 09:48:12,099 | INFO | f9834a822ab9 | GET /static/css/answer-payload.css | 200 | 97.95ms
2026-03-13 09:48:12,099 | INFO | 7617d49a337c | GET /static/js/chat-state.js | 200 | 97.87ms
2026-03-13 09:48:12,100 | INFO | 96d39ca5acd5 | GET /static/js/chat-storage.js | 200 | 98.36ms
2026-03-13 09:48:12,100 | INFO | a9c9530a3da1 | GET /static/js/answer-payload.js | 200 | 98.78ms
2026-03-13 09:48:12,110 | INFO | 9d0d90edd126 | GET /static/js/attachments-service.js | 200 | 5.08ms
2026-03-13 09:48:12,112 | INFO | 17ddc7a3df9b | GET /static/js/composer-attachments.js | 200 | 5.96ms
2026-03-13 09:48:12,112 | INFO | e1500e771bcb | GET /static/js/chat-messages.js | 200 | 5.28ms
2026-03-13 09:48:12,113 | INFO | c345e595861f | GET /static/js/memory-panel.js | 200 | 6.0ms
2026-03-13 09:48:12,114 | INFO | 065496fc4ae9 | GET /static/js/sidebar.js | 200 | 6.82ms
2026-03-13 09:48:12,115 | INFO | cfab3f65b3c9 | GET /static/js/composer.js | 200 | 7.69ms
2026-03-13 09:48:12,122 | INFO | b45d2f856e78 | GET /.well-known/appspecific/com.chrome.devtools.json | 404 | 0.9ms
2026-03-13 09:48:12,124 | INFO | 6633b1ac76f5 | GET /static/js/app.js | 200 | 4.04ms
2026-03-13 09:48:12,126 | INFO | 7048d4d40376 | GET /static/js/files-panel.js | 200 | 6.18ms
2026-03-13 09:48:12,174 | INFO | f2df85f9b578 | GET /api/chats | 200 | 1.5ms
2026-03-13 09:48:12,237 | INFO | 0cfba7924356 | GET /api/memory | 200 | 1.49ms
